Account Number,Score_Busy,Score_Cleanliness,Score_Cost,Score_Overall,Date
5329,1,6,8,7,16/9/2019
5329,1,5,10,6,30/6/2019
5329,3,7,9,7,1/3/2019
9437,4,3,8,7,28/12/2019
9437,6,4,9,8,6/9/2019
9437,3,10,9,5,1/6/2019
9437,3,8,8,6,6/3/2019
3434,2,10,1,4,27/12/2019
3434,8,7,10,8,18/9/2019
3434,7,8,8,9,28/6/2019
436,6,7,10,8,13/12/2019
436,9,7,8,10,11/9/2019
436,10,9,9,9,1/6/2019
436,10,10,10,10,2/3/2019
2018,8,6,9,7,10/12/2019
2018,8,6,9,8,13/9/2019
2018,9,6,7,5,30/6/2019
1123,5,6,4,5,4/12/2019
1123,7,7,3,5,21/9/2019
1123,8,9,2,8,7/6/2019
1123,7,7,1,7,5/3/2019
5415,5,3,9,3,1/12/2019
5415,4,3,9,5,4/9/2019
5415,5,4,8,7,6/6/2019
5415,6,5,6,6,7/3/2019
6396,4,8,8,6,10/12/2019
6396,2,6,8,5,16/9/2019
6396,4,7,6,3,23/6/2019
6396,6,6,6,8,23/3/2019
9855,9,4,6,6,22/12/2019
9855,10,4,5,4,9/9/2019
9855,10,2,7,7,25/6/2019
9855,9,8,10,10,11/3/2019
2940,6,7,7,4,11/12/2019
2940,4,9,8,9,30/9/2019
2940,5,8,8,5,30/6/2019
2940,6,7,10,7,10/3/2019
10518,9,7,10,6,17/12/2019
10518,9,8,9,7,22/9/2019
10518,8,9,7,9,10/6/2019
10518,9,8,5,7,10/3/2019
6961,7,9,4,5,11/12/2019
6961,8,8,2,7,17/9/2019
6961,7,10,1,7,30/6/2019
6961,7,10,1,4,19/3/2019
6409,8,3,2,3,21/12/2019
6409,2,1,10,5,14/9/2019
6409,1,3,10,6,15/6/2019
6409,1,3,10,3,31/3/2019
4574,1,3,9,2,12/12/2019
4574,1,4,9,2,5/9/2019
11892,8,8,7,6,20/12/2019
11892,7,6,5,6,24/9/2019
11892,5,5,3,2,13/6/2019
11892,5,5,2,5,17/3/2019
614,3,8,9,4,22/12/2019
614,4,8,9,5,28/9/2019
614,3,10,8,8,21/6/2019
614,5,9,8,6,20/3/2019
1042,3,1,8,6,26/12/2019
1042,9,7,8,8,5/9/2019
5694,10,5,10,7,10/12/2019
5694,9,3,8,5,18/9/2019
5694,8,4,7,7,25/6/2019
5694,6,2,9,6,27/3/2019
10481,8,8,3,5,22/12/2019
10481,8,9,3,7,9/9/2019
10481,6,10,1,3,26/6/2019
3869,4,3,10,4,20/12/2019
3869,2,5,10,5,19/9/2019
3869,6,8,3,3,21/6/2019
3869,8,9,3,4,7/3/2019
11943,6,5,8,6,9/12/2019
11943,6,3,10,6,13/9/2019
11943,9,10,9,10,24/6/2019
11943,10,8,9,10,21/3/2019
2589,6,3,1,3,4/12/2019
2589,5,5,3,2,8/9/2019
2589,5,5,2,4,1/6/2019
2589,7,3,1,3,29/3/2019
2461,4,7,3,4,1/12/2019
2461,2,9,1,2,18/9/2019
2461,3,8,1,3,27/6/2019
6715,7,4,9,6,29/12/2019
6715,9,6,9,6,7/9/2019
6715,9,7,10,9,18/6/2019
6715,10,8,10,7,22/3/2019
8887,8,5,3,4,30/12/2019
8887,6,5,3,5,28/9/2019
8887,4,3,1,3,7/6/2019
8887,4,1,1,2,3/3/2019
7655,3,9,9,7,12/12/2019
7655,1,10,7,8,24/9/2019
8049,6,8,8,7,15/12/2019
8049,6,8,6,6,19/9/2019
8049,8,10,7,9,22/6/2019
8049,9,10,7,7,12/3/2019
10528,5,7,8,5,17/12/2019
10528,5,7,7,7,19/9/2019
10528,7,8,5,4,15/6/2019
10528,9,8,5,5,4/3/2019
8407,3,6,9,4,19/12/2019
8407,3,4,7,4,14/9/2019
8407,6,7,5,6,1/6/2019
8407,4,8,10,9,15/3/2019
12229,3,6,6,6,12/12/2019
12229,8,4,6,4,10/9/2019
12229,9,10,6,6,7/6/2019
12229,10,10,8,7,4/3/2019
2081,3,7,7,5,20/12/2019
2081,1,5,7,2,2/9/2019
1482,8,7,8,5,25/12/2019
1482,6,6,9,9,18/9/2019
1482,6,6,9,7,1/6/2019
1482,6,8,10,7,7/3/2019
6864,9,3,4,3,29/12/2019
6864,9,3,6,7,4/9/2019
6864,1,10,5,6,22/6/2019
6864,3,10,3,4,27/3/2019
8561,7,9,8,6,4/12/2019
8561,6,7,10,8,3/9/2019
2536,7,8,10,10,20/12/2019
2817,6,7,10,5,2/12/2019
2817,8,9,10,10,8/9/2019
2817,8,10,9,8,1/6/2019
2817,3,8,6,5,21/3/2019
3557,6,9,9,6,7/12/2019
3557,7,10,10,10,16/9/2019
3557,9,10,10,9,30/6/2019
3557,10,10,9,9,8/3/2019
4282,7,6,3,4,5/12/2019
4282,7,5,2,3,4/9/2019
4282,6,10,3,8,12/6/2019
4282,2,3,10,3,22/3/2019
11368,3,6,7,6,14/12/2019
11368,5,6,5,7,7/9/2019
11368,3,4,4,2,5/6/2019
11368,1,6,2,1,8/3/2019
7951,6,4,3,4,4/12/2019
7951,4,4,4,5,24/9/2019
7951,6,4,2,4,4/6/2019
7951,4,4,3,4,24/3/2019
11563,7,4,3,3,18/12/2019
11563,9,6,5,6,16/9/2019
11563,10,4,7,6,7/6/2019
11563,10,3,7,6,7/3/2019
86,2,10,7,5,5/12/2019
86,1,8,8,3,20/9/2019
86,1,7,10,7,7/6/2019
86,3,9,10,6,6/3/2019
4388,7,6,7,4,3/12/2019
4388,9,7,6,6,6/9/2019
4388,9,5,8,6,20/6/2019
4388,7,3,9,7,30/3/2019
7586,2,4,2,1,20/12/2019
7586,6,8,2,5,6/9/2019
7586,8,10,3,7,1/6/2019
1894,5,4,8,6,27/12/2019
1894,3,3,7,5,6/9/2019
1894,2,2,9,4,11/6/2019
1894,1,1,10,5,12/3/2019
8228,5,7,2,2,27/12/2019
8228,4,8,2,2,18/9/2019
8228,2,6,2,5,23/6/2019
9718,5,3,10,8,28/12/2019
9718,5,9,10,10,25/9/2019
7582,8,6,6,6,26/12/2019
7582,8,8,6,7,11/9/2019
7582,6,10,8,9,29/6/2019
7582,5,10,10,7,18/3/2019
8453,6,8,9,9,20/12/2019
8453,6,6,8,6,11/9/2019
8453,6,4,6,7,13/6/2019
8453,6,3,8,6,31/3/2019
1597,7,6,10,7,27/12/2019
1597,5,5,10,7,11/9/2019
1597,6,4,8,5,6/6/2019
1597,4,6,6,3,8/3/2019
6877,6,2,3,1,19/12/2019
6877,5,3,4,2,3/9/2019
6877,6,3,6,4,14/6/2019
6599,8,8,3,5,28/12/2019
6599,8,7,3,5,15/9/2019
6599,5,9,7,5,28/6/2019
9258,8,10,2,6,4/12/2019
9258,8,8,4,4,29/9/2019
9258,6,8,5,6,26/6/2019
9258,5,10,7,6,19/3/2019
9841,5,1,1,4,5/12/2019
9841,5,4,7,4,5/9/2019
9841,3,3,8,5,4/6/2019
9841,1,2,7,1,24/3/2019
3265,3,10,8,5,15/12/2019
3265,5,10,10,10,4/9/2019
3265,6,10,9,8,7/6/2019
370,1,7,6,4,22/12/2019
370,10,7,7,6,11/9/2019
10275,8,6,3,5,5/12/2019
10275,1,1,9,5,6/9/2019
10275,1,8,3,4,16/6/2019
10275,1,6,3,4,12/3/2019
11786,4,10,2,3,5/12/2019
6987,4,8,10,6,6/12/2019
6987,3,8,8,8,28/9/2019
6987,5,10,6,5,3/6/2019
6987,5,10,7,6,10/3/2019
12026,2,7,3,5,3/12/2019
12026,2,5,5,2,18/9/2019
12026,1,10,5,4,13/6/2019
12026,1,9,7,4,29/3/2019
10585,4,5,6,7,16/12/2019
10585,6,7,7,8,28/9/2019
10585,7,6,8,7,14/6/2019
10585,7,5,8,5,11/3/2019
9200,7,2,7,4,30/12/2019
9200,8,1,8,5,26/9/2019
9200,7,2,6,6,11/6/2019
9200,8,4,7,5,22/3/2019
4179,4,7,7,7,2/12/2019
4179,5,8,8,6,23/9/2019
4179,6,8,7,8,4/6/2019
4179,8,8,7,9,11/3/2019
5393,8,7,10,8,24/12/2019
5393,9,8,10,8,3/9/2019
5393,9,6,10,10,3/6/2019
5393,7,5,10,9,21/3/2019
4209,10,3,10,8,5/12/2019
4209,5,6,6,4,22/9/2019
4209,3,7,6,4,2/6/2019
4209,1,6,6,2,6/3/2019
9803,6,2,6,6,3/12/2019
4704,10,10,2,6,11/12/2019
4704,10,9,1,8,9/9/2019
4704,10,9,1,4,28/6/2019
4704,10,10,1,6,29/3/2019
10592,2,9,7,8,4/12/2019
10592,2,8,9,5,28/9/2019
10592,4,10,10,6,10/6/2019
10592,2,10,10,6,14/3/2019
8020,10,5,6,8,7/12/2019
2638,5,7,8,8,10/12/2019
2638,4,9,6,4,19/9/2019
2638,3,9,6,7,30/6/2019
2638,4,9,1,2,30/3/2019
986,5,7,7,5,28/12/2019
986,7,6,6,4,15/9/2019
986,7,5,6,7,24/6/2019
986,6,7,5,7,4/3/2019
6893,6,8,6,6,11/12/2019
6893,7,10,7,8,30/9/2019
6893,5,10,5,4,27/6/2019
6893,5,8,4,5,17/3/2019
3633,5,6,2,4,1/12/2019
3633,10,8,6,8,11/9/2019
3633,2,7,9,7,11/6/2019
3633,2,7,8,4,21/3/2019
10299,1,5,7,3,7/12/2019
10299,7,7,1,5,8/9/2019
10299,10,9,7,6,22/6/2019
10299,10,10,5,6,22/3/2019
4415,4,3,6,6,12/12/2019
4415,3,5,6,6,15/9/2019
4415,6,7,8,8,2/6/2019
4415,4,9,10,9,29/3/2019
3540,8,8,10,9,11/12/2019
3540,10,8,10,10,28/9/2019
3540,10,7,10,8,6/6/2019
5917,5,10,6,8,5/12/2019
5917,5,10,6,5,7/9/2019
10474,4,9,10,7,6/12/2019
10474,2,7,9,6,29/9/2019
10474,2,8,8,7,27/6/2019
10474,2,8,6,5,11/3/2019
9150,3,7,9,8,6/12/2019
9150,1,8,10,8,10/9/2019
2967,3,5,5,6,19/12/2019
2967,1,6,3,4,16/9/2019
2967,1,5,5,5,11/6/2019
2967,1,4,5,4,13/3/2019
8360,10,5,1,4,25/12/2019
8360,10,3,3,4,8/9/2019
8360,8,2,1,2,14/6/2019
8360,6,1,1,1,4/3/2019
288,10,3,7,7,24/12/2019
288,10,5,5,8,22/9/2019
288,8,7,4,6,2/6/2019
288,6,7,2,4,10/3/2019
11448,7,8,5,4,15/12/2019
11448,5,9,7,7,26/9/2019
11448,5,7,9,6,19/6/2019
11448,4,7,10,5,15/3/2019
8265,2,5,7,2,14/12/2019
8265,4,4,5,3,19/9/2019
8265,6,5,5,5,4/6/2019
8265,8,5,5,8,30/3/2019
3333,3,9,4,6,8/12/2019
3333,5,8,4,5,23/9/2019
3758,6,10,3,6,12/12/2019
3758,5,10,5,7,13/9/2019
3758,7,10,4,6,26/6/2019
3758,3,5,2,5,15/3/2019
4595,9,8,9,7,11/12/2019
6932,3,8,7,6,25/12/2019
6932,1,7,8,7,13/9/2019
6932,1,9,9,4,21/6/2019
6343,6,4,9,4,19/12/2019
6343,8,6,10,6,2/9/2019
4767,1,10,8,8,8/12/2019
4767,6,9,2,5,30/9/2019
4767,7,10,1,8,7/6/2019
4767,9,8,1,8,30/3/2019
8353,4,2,7,5,1/12/2019
8353,5,2,9,5,19/9/2019
8353,5,3,10,8,3/6/2019
1556,4,9,8,8,2/12/2019
1556,5,7,10,5,18/9/2019
1556,4,5,8,7,16/6/2019
1556,5,4,10,6,14/3/2019
5035,8,7,3,6,22/12/2019
5035,8,9,1,4,17/9/2019
5035,6,9,1,3,12/6/2019
5035,8,7,1,7,26/3/2019
10152,6,1,7,5,23/12/2019
10152,1,6,8,4,8/9/2019
10152,3,4,6,3,2/6/2019
2573,2,8,9,4,17/12/2019
2573,3,8,10,6,3/9/2019
2573,4,10,8,5,3/6/2019
2573,6,10,7,5,9/3/2019
5659,10,8,8,8,26/12/2019
5659,10,10,8,7,1/9/2019
5659,8,10,7,9,30/6/2019
5659,7,10,6,7,27/3/2019
10072,9,6,8,9,18/12/2019
10072,7,7,9,8,10/9/2019
10072,5,8,10,9,19/6/2019
10072,7,10,10,7,26/3/2019
5308,9,9,7,10,26/12/2019
5308,10,9,8,8,21/9/2019
10463,3,10,9,6,20/12/2019
10463,5,10,10,7,20/9/2019
6495,8,1,6,4,14/12/2019
6495,8,1,7,4,22/9/2019
6495,8,1,7,3,26/6/2019
6495,7,1,5,2,17/3/2019
7367,2,10,10,6,6/12/2019
7367,1,9,10,8,15/9/2019
7367,1,7,8,4,23/6/2019
5302,9,2,10,6,15/12/2019
5302,2,8,9,5,11/9/2019
5302,4,7,8,4,16/6/2019
5302,4,7,9,6,7/3/2019
3373,1,9,8,4,31/12/2019
3373,3,7,6,7,10/9/2019
3373,1,7,5,2,27/6/2019
3373,1,7,3,1,6/3/2019
7707,10,7,10,9,1/12/2019
7707,8,8,10,7,16/9/2019
7707,6,10,9,8,19/6/2019
7707,6,10,9,10,2/3/2019
213,6,3,7,3,8/12/2019
213,4,1,6,4,18/9/2019
6857,6,9,3,6,19/12/2019
6857,8,7,1,7,15/9/2019
6857,9,7,3,5,17/6/2019
6857,9,9,5,9,21/3/2019
3615,7,4,8,4,1/12/2019
3615,8,2,8,5,4/9/2019
3615,9,1,7,4,4/6/2019
3615,9,3,9,8,10/3/2019
9,9,7,7,9,19/12/2019
236,5,7,3,5,24/12/2019
236,5,6,1,2,12/9/2019
236,4,8,2,4,13/6/2019
9364,7,8,6,9,23/12/2019
9364,7,8,8,7,10/9/2019
9364,6,8,7,9,5/6/2019
9364,6,9,6,7,23/3/2019
7996,5,6,8,8,28/12/2019
7996,4,8,6,6,8/9/2019
7996,4,10,6,5,6/6/2019
7996,2,10,6,6,12/3/2019
5956,5,6,8,7,20/12/2019
5956,4,7,10,9,18/9/2019
5956,3,9,10,9,23/6/2019
5956,3,8,9,5,21/3/2019
1167,3,10,10,8,4/12/2019
1167,4,10,10,6,1/9/2019
1167,4,8,9,5,23/6/2019
1167,2,6,9,4,30/3/2019
5736,9,6,6,8,18/12/2019
5736,10,5,6,5,14/9/2019
5736,10,4,7,7,10/6/2019
1792,3,4,2,4,8/12/2019
1792,4,5,1,4,16/9/2019
1792,5,3,3,4,23/6/2019
1792,5,3,4,2,12/3/2019
6728,8,9,7,6,7/12/2019
6728,7,10,5,9,6/9/2019
6728,2,3,8,6,28/6/2019
6728,1,3,6,3,9/3/2019
7709,2,8,10,5,8/12/2019
7709,2,7,10,8,27/9/2019
7709,3,9,3,4,8/6/2019
7709,4,10,5,4,21/3/2019
1133,9,2,3,2,30/12/2019
1133,9,3,1,6,8/9/2019
1133,7,4,1,3,24/6/2019
1959,5,9,10,7,11/12/2019
1959,3,8,9,4,1/9/2019
1959,3,8,10,7,26/6/2019
1959,2,8,10,4,16/3/2019
4486,4,7,7,4,29/12/2019
4486,9,9,6,9,15/9/2019
4486,6,9,1,5,26/6/2019
4486,7,9,3,5,23/3/2019
10032,8,9,2,5,8/12/2019
10032,7,10,3,5,16/9/2019
10032,6,9,1,7,5/6/2019
10032,5,7,1,3,1/3/2019
4035,7,7,3,7,30/12/2019
9575,3,6,6,5,1/12/2019
9575,4,7,6,6,29/9/2019
8473,9,8,7,7,14/12/2019
8473,1,5,10,7,5/9/2019
8473,1,3,10,6,7/6/2019
8473,4,7,9,8,13/3/2019
7667,3,6,8,6,14/12/2019
7667,5,5,7,3,2/9/2019
7667,3,7,6,6,4/6/2019
7667,5,8,8,6,6/3/2019
9729,4,8,6,5,5/12/2019
9729,6,8,10,7,23/9/2019
9729,4,8,10,5,12/6/2019
9729,2,9,8,7,4/3/2019
7891,2,9,10,6,25/12/2019
7891,8,7,1,7,15/9/2019
7891,8,5,1,3,21/6/2019
7891,10,6,1,6,17/3/2019
10980,10,10,5,8,16/12/2019
10980,4,4,9,6,8/9/2019
10980,2,4,10,5,4/6/2019
10980,4,5,10,6,23/3/2019
5041,3,8,3,3,27/12/2019
11168,8,10,3,6,19/12/2019
11168,10,10,4,10,29/9/2019
11168,10,10,3,5,17/6/2019
3070,3,7,8,5,11/12/2019
3070,5,8,10,9,21/9/2019
10090,2,3,7,6,24/12/2019
10090,4,4,8,4,22/9/2019
10090,6,4,10,5,19/6/2019
10090,5,3,10,6,13/3/2019
3945,2,6,8,5,17/12/2019
3945,4,5,10,8,19/9/2019
3945,6,6,10,6,22/6/2019
3945,5,5,9,8,26/3/2019
4525,3,2,7,6,22/12/2019
4525,1,3,9,4,26/9/2019
4525,1,5,8,4,9/6/2019
4525,1,3,8,2,23/3/2019
6726,8,9,9,10,16/12/2019
6726,6,8,10,8,14/9/2019
6726,7,9,10,9,26/6/2019
6726,8,10,8,9,23/3/2019
7834,9,10,8,10,5/12/2019
7834,10,8,10,9,20/9/2019
7834,10,9,10,7,12/6/2019
7834,9,8,10,8,28/3/2019
9435,6,6,9,7,28/12/2019
9435,6,4,8,6,30/9/2019
9435,7,2,7,3,27/6/2019
9435,7,4,6,3,17/3/2019
7276,4,1,1,4,26/12/2019
7276,2,2,3,3,2/9/2019
7276,1,1,3,1,11/6/2019
7276,1,1,2,1,3/3/2019
12070,5,4,4,5,15/12/2019
12070,5,6,2,4,2/9/2019
12070,6,5,3,4,15/6/2019
12070,10,9,8,8,23/3/2019
7109,2,3,3,4,7/12/2019
7109,1,4,4,5,6/9/2019
7109,2,4,5,5,26/6/2019
7109,1,2,3,1,11/3/2019
5140,4,6,1,3,19/12/2019
5140,2,8,1,1,14/9/2019
5140,6,8,7,8,23/6/2019
5140,7,9,9,8,30/3/2019
4988,7,9,3,5,25/12/2019
9865,5,7,2,6,24/12/2019
9865,4,8,1,5,27/9/2019
9865,3,10,1,2,6/6/2019
9865,1,9,1,1,24/3/2019
12108,1,6,7,5,5/12/2019
12108,1,4,6,4,1/9/2019
12108,1,6,8,3,15/6/2019
12108,3,9,10,8,24/3/2019
11046,8,7,9,6,5/12/2019
11046,6,6,10,6,19/9/2019
11046,8,6,8,6,16/6/2019
2562,4,6,4,2,16/12/2019
2562,6,7,2,3,4/9/2019
2562,6,7,2,7,6/6/2019
11585,9,7,7,9,31/12/2019
11585,6,6,3,4,27/9/2019
11585,10,8,2,6,18/6/2019
11585,8,6,2,6,15/3/2019
1857,2,3,7,3,8/12/2019
1857,8,9,10,10,22/9/2019
1857,9,10,8,10,28/6/2019
1857,10,10,9,10,2/3/2019
6104,5,2,8,7,25/12/2019
6104,4,1,8,2,27/9/2019
6104,6,2,6,2,2/6/2019
6104,5,4,8,5,1/3/2019
8271,4,10,8,9,25/12/2019
8271,2,8,7,4,14/9/2019
8271,2,6,6,3,14/6/2019
8271,1,4,8,2,5/3/2019
2092,6,9,6,7,28/12/2019
2092,4,10,8,6,8/9/2019
2092,5,9,10,7,14/6/2019
2092,3,7,10,4,30/3/2019
11297,2,1,10,6,4/12/2019
9145,2,9,3,2,21/12/2019
9145,2,10,3,3,8/9/2019
9145,3,9,8,5,1/6/2019
9145,4,10,8,9,17/3/2019
3739,9,8,6,9,31/12/2019
3739,10,8,6,9,28/9/2019
3739,9,7,8,10,27/6/2019
854,6,10,8,10,5/12/2019
854,4,10,7,6,11/9/2019
854,3,10,8,6,2/6/2019
854,4,9,7,4,11/3/2019
10504,3,6,9,5,17/12/2019
10504,4,8,9,8,16/9/2019
10504,3,7,10,5,1/6/2019
8315,7,7,3,4,26/12/2019
8315,5,5,1,5,20/9/2019
8315,3,3,1,4,28/6/2019
2809,1,7,5,6,4/12/2019
2809,2,7,7,5,13/9/2019
2809,1,8,7,6,7/6/2019
2809,1,10,7,8,22/3/2019
37,6,6,3,5,11/12/2019
37,7,4,4,5,26/9/2019
37,7,3,3,5,11/6/2019
37,9,5,3,6,17/3/2019
1641,8,6,1,4,14/12/2019
1641,6,5,3,5,12/9/2019
1641,7,3,5,4,23/6/2019
1641,9,4,3,5,13/3/2019
1336,3,10,9,7,10/12/2019
1336,4,10,10,10,12/9/2019
1336,5,10,10,8,2/6/2019
1336,3,10,8,6,20/3/2019
5936,6,6,1,2,10/12/2019
10059,8,3,4,4,9/12/2019
10059,8,1,6,7,11/9/2019
10059,7,9,8,9,6/6/2019
10059,10,10,7,10,28/3/2019
12172,9,7,6,8,7/12/2019
12172,10,8,6,9,20/9/2019
5069,9,8,7,8,9/12/2019
7648,4,6,8,5,22/12/2019
7648,3,5,6,6,1/9/2019
7648,5,3,3,3,8/6/2019
7648,3,1,2,2,10/3/2019
3393,7,8,4,8,2/12/2019
3393,3,6,7,5,17/9/2019
3393,1,7,8,6,29/6/2019
3393,2,7,10,7,4/3/2019
4432,7,1,9,3,13/12/2019
10566,10,6,9,9,3/12/2019
10566,10,5,8,8,4/9/2019
3124,3,8,7,5,31/12/2019
3124,10,1,6,4,25/9/2019
12302,8,8,5,7,14/12/2019
12302,9,9,3,5,25/9/2019
12302,10,7,2,6,17/6/2019
12302,10,9,4,5,2/3/2019
7423,10,1,8,7,28/12/2019
7423,10,2,9,6,22/9/2019
7423,8,3,7,6,28/6/2019
7423,7,1,9,5,24/3/2019
9955,6,2,10,7,22/12/2019
7821,1,1,8,1,26/12/2019
1380,1,7,2,4,19/12/2019
1380,1,7,1,2,2/9/2019
1380,7,5,8,5,10/6/2019
1380,3,6,7,4,4/3/2019
11311,10,9,7,6,6/12/2019
11311,1,9,8,5,4/9/2019
12252,3,2,8,5,17/12/2019
12252,3,2,7,5,18/9/2019
1339,8,5,8,7,21/12/2019
1339,8,3,10,6,19/9/2019
1339,6,2,9,7,20/6/2019
1339,4,1,8,5,8/3/2019
1206,10,3,1,5,13/12/2019
1206,10,5,3,4,8/9/2019
5097,8,8,3,6,1/12/2019
5097,7,8,2,3,13/9/2019
5097,9,6,9,8,3/6/2019
5097,3,3,8,4,11/3/2019
10435,2,8,4,3,25/12/2019
10435,4,10,2,3,6/9/2019
10435,3,8,1,3,1/6/2019
10435,3,7,3,5,24/3/2019
11031,5,7,6,6,8/12/2019
11031,3,6,7,5,27/9/2019
7590,4,9,3,7,5/12/2019
10045,5,9,3,4,30/12/2019
10045,5,8,3,3,3/9/2019
10045,7,8,5,4,26/6/2019
10045,7,9,5,5,7/3/2019
5416,7,10,2,4,8/12/2019
5416,8,10,2,7,10/9/2019
5416,7,9,1,7,9/6/2019
5416,8,8,2,4,23/3/2019
4196,10,8,1,8,24/12/2019
4196,7,2,7,6,10/9/2019
4196,8,4,6,7,3/6/2019
4196,8,5,4,7,4/3/2019
7040,5,6,9,8,6/12/2019
7040,6,8,2,7,19/9/2019
7040,2,9,10,6,12/6/2019
10665,4,6,7,6,15/12/2019
10665,6,4,7,4,21/9/2019
10665,5,4,8,5,19/6/2019
10665,3,6,10,5,23/3/2019
598,8,7,8,9,14/12/2019
598,10,5,10,8,4/9/2019
598,5,6,8,8,7/6/2019
598,3,5,8,5,4/3/2019
10859,4,9,9,5,19/12/2019
10859,4,7,10,7,21/9/2019
10859,6,5,9,5,4/6/2019
4095,5,1,1,4,31/12/2019
4095,10,7,2,8,29/9/2019
4095,10,8,2,5,29/6/2019
4095,9,7,3,8,31/3/2019
5911,6,4,9,8,3/12/2019
5911,6,8,1,4,27/9/2019
5911,8,8,3,5,30/6/2019
5911,10,9,3,6,9/3/2019
501,7,9,6,8,19/12/2019
501,7,8,7,8,22/9/2019
501,9,9,5,6,30/6/2019
5658,2,2,9,2,1/12/2019
1853,10,2,7,7,21/12/2019
1853,10,1,9,6,21/9/2019
1853,8,1,10,4,7/6/2019
1853,9,6,3,4,3/3/2019
10575,6,9,1,3,2/12/2019
10575,4,10,1,5,4/9/2019
10575,5,8,1,3,11/6/2019
10575,7,6,1,5,20/3/2019
2857,3,8,8,4,29/12/2019
2857,5,6,7,4,24/9/2019
2857,3,7,6,4,23/6/2019
2857,2,9,7,8,13/3/2019
5391,1,10,9,5,24/12/2019
5391,1,10,10,7,7/9/2019
5391,1,10,9,6,18/6/2019
5391,1,8,10,7,30/3/2019
3755,2,7,7,7,20/12/2019
10335,9,10,4,6,5/12/2019
10335,9,9,2,4,18/9/2019
10335,7,10,1,8,21/6/2019
10335,7,8,1,3,18/3/2019
8099,8,8,7,8,2/12/2019
8099,8,9,9,7,22/9/2019
8099,9,10,8,10,17/6/2019
5942,4,7,8,6,25/12/2019
5942,6,8,10,7,2/9/2019
5942,7,7,10,8,24/6/2019
5942,1,6,3,1,13/3/2019
12337,6,8,3,7,3/12/2019
7255,7,8,8,8,22/12/2019
7255,5,10,7,9,7/9/2019
7255,6,10,8,9,23/6/2019
7255,5,10,6,5,14/3/2019
3597,9,10,7,7,5/12/2019
11272,3,7,2,6,2/12/2019
11272,1,6,2,2,22/9/2019
11272,3,6,1,5,1/6/2019
11272,3,5,3,4,27/3/2019
11772,4,3,2,2,13/12/2019
11772,3,4,1,4,30/9/2019
11772,5,4,1,2,4/6/2019
11772,3,3,1,1,21/3/2019
3302,8,9,1,8,25/12/2019
3302,7,9,1,3,10/9/2019
7288,3,2,8,2,4/12/2019
7288,4,1,10,7,2/9/2019
5654,3,1,3,1,1/12/2019
5654,1,1,4,1,1/9/2019
5654,3,1,5,5,2/6/2019
5654,5,3,5,3,28/3/2019
8119,4,9,6,6,11/12/2019
8119,6,10,8,10,12/9/2019
8119,5,9,10,6,28/6/2019
8119,4,8,10,7,2/3/2019
11217,3,3,7,3,1/12/2019
11217,1,1,7,5,21/9/2019
11217,1,2,5,2,19/6/2019
11217,6,9,2,7,25/3/2019
3044,4,7,4,5,3/12/2019
3044,7,3,9,4,12/9/2019
3044,6,1,10,4,3/6/2019
3044,7,1,10,4,19/3/2019
2434,9,6,7,9,26/12/2019
2434,10,6,7,9,26/9/2019
2434,9,4,6,5,26/6/2019
2434,4,8,10,8,25/3/2019
9273,2,7,10,5,26/12/2019
9273,4,8,10,5,15/9/2019
9273,5,9,9,7,15/6/2019
9273,7,6,9,7,24/3/2019
9189,1,10,8,7,15/12/2019
9189,1,10,10,5,15/9/2019
8168,2,7,3,6,30/12/2019
8168,2,6,1,4,22/9/2019
8168,3,6,3,3,3/6/2019
8168,1,4,1,1,7/3/2019
10365,7,9,9,9,7/12/2019
10365,6,9,6,7,2/9/2019
10365,5,8,8,9,12/6/2019
10365,4,8,10,6,13/3/2019
6091,3,8,9,4,14/12/2019
6091,2,8,7,7,14/9/2019
6091,1,8,7,5,11/6/2019
6091,1,8,6,5,12/3/2019
6055,10,8,10,7,10/12/2019
6055,10,10,10,10,10/9/2019
6055,10,10,10,8,23/6/2019
6055,8,10,10,9,25/3/2019
5055,2,7,9,7,18/12/2019
5055,2,5,10,5,29/9/2019
5055,10,7,5,6,8/6/2019
3138,1,3,6,4,31/12/2019
3138,2,5,8,4,4/9/2019
3138,3,6,8,6,13/6/2019
3138,2,4,6,6,24/3/2019
9629,9,1,8,5,14/12/2019
9629,5,4,6,5,22/9/2019
9629,3,4,7,5,29/6/2019
9629,4,9,3,6,25/3/2019
7872,5,10,2,3,19/12/2019
7872,1,6,7,4,17/9/2019
7872,1,5,9,5,9/6/2019
7872,6,3,3,6,20/3/2019
11175,6,10,8,10,22/12/2019
11175,6,10,6,5,1/9/2019
11175,1,7,7,4,2/6/2019
11175,1,5,9,3,26/3/2019
5022,4,8,7,4,25/12/2019
5022,5,6,9,5,17/9/2019
5022,6,7,10,9,11/6/2019
5022,8,7,7,8,28/3/2019
5874,9,10,8,7,20/12/2019
5874,10,8,6,10,12/9/2019
3609,7,3,7,7,14/12/2019
3609,8,4,6,8,19/9/2019
3609,8,3,5,5,14/6/2019
3609,7,2,4,2,7/3/2019
8726,2,4,7,4,2/12/2019
8726,1,4,6,2,12/9/2019
8726,1,6,5,3,16/6/2019
8726,1,4,4,4,24/3/2019
2302,1,4,3,2,13/12/2019
2302,1,5,1,1,5/9/2019
6506,8,9,10,10,4/12/2019
6506,10,8,9,8,3/9/2019
9698,5,3,7,5,25/12/2019
